FID,site,dep,date_releve,mean_effectif_jour,mean_temperature,mean_rainfall,mean_humidity,geometry
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cdf,Pérols,34,2024-07-10,33.627451,23.8,13,60.3,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cde,Pérols,34,2024-07-17,44.180451,26.4,1.9,55,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cdd,Pérols,34,2024-07-24,41.333333,26.4,0,53.7,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cdc,Pérols,34,2024-08-07,37.135338,28.4,0.1,46.8,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cdb,Pérols,34,2024-08-21,36.018797,24.5,2.1,54,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cda,Pérols,34,2024-09-04,70.468254,22.2,91.3,70.7,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cd9,Pérols,34,2024-09-11,87.827068,18.1,1.6,52.3,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cd8,Pérols,34,2024-09-18,13.330827,18.7,11.8,66.2,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cd7,Pérols,34,2024-09-25,39.503759,17.9,2.7,71.5,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cd6,Pérols,34,2024-10-02,26.736842,16.1,1.1,67.8,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cd5,Pérols,34,2024-10-09,18.684211,17.1,47.4,79.8,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cd4,Pérols,34,2024-10-16,13.5,17.5,34.7,85.3,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cd3,Pérols,34,2024-10-23,19.413534,17.3,46.6,85.7,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cd2,Pérols,34,2024-10-30,34.033234,16.4,5.1,81.2,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cc8,Pérols,34,2024-11-06,6.714286,14.7,73.4,87.3,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5cb7,Pérols,34,2024-11-13,3.609023,9.6,3.9,73.8,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5ca8,Pérols,34,2024-11-20,0,9.3,7.6,71.7,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5c9a,Pérols,34,2024-11-27,0.503759,10.8,12.5,81.3,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5c89,Pérols,34,2024-12-04,0,9.6,3.1,70.5,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5c7c,Pérols,34,2024-12-11,0.075188,6.6,3.4,71.8,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5c6d,Pérols,34,2024-12-18,0.007937,7.7,0.3,78,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5c5f,Pérols,34,2025-01-08,0,10.5,8.5,77.3,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5c51,Pérols,34,2025-01-15,0,2.7,0,67.2,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5c2d,Pérols,34,2025-01-22,0,9.8,40.6,86.8,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5c1d,Pérols,34,2025-01-29,0,9.9,49.9,76.8,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5c10,Pérols,34,2025-02-05,0,6.1,44.2,78.5,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5c02,Pérols,34,2025-02-12,0,9.7,30.9,78.7,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5bf7,Pérols,34,2025-02-19,0,10.2,23.1,84.7,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5be9,Pérols,34,2025-02-26,0,9.8,3.9,68,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5bdb,Pérols,34,2025-03-05,0,10.2,4.3,73.7,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5bcd,Pérols,34,2025-03-12,0.015038,9.6,49.5,77.5,"MULTIPOLYGON (((775451.9393743346 6271466.415030625, 776820.7181398649 6272984.173136075, 776741.4730534394 6273292.020298973, 776208.3697447593 6273420.886553209, 775855.3689052277 6273871.918443036, 775905.7975965894 6274602.160550375, 775768.9197200364 6275296.606475982, 775379.8983866752 6275783.434547541, 775214.2041150584 6276456.402764108, 775624.8377447174 6276456.402764108, 775826.552510164 6276535.154363919, 776085.9000657381 6276248.78491006, 776892.7591275243 6275869.345383698, 777505.1075226299 6275389.676548486, 777966.1698436507 6274809.778404422, 778283.1501893523 6274523.4089505635, 778621.7428313519 6272633.370555098, 778448.8444609692 6272533.141246248, 778384.0075720756 6272497.345064515, 775783.3279175683 6271545.166630436, 775451.9393743346 6271466.415030625)))"
